,Texto,Clase
2875,"Philip carried several titles as heir to the Spanish kingdoms and empire, including Prince of Asturias. The newest constituent kingdom in the empire was Navarre, a realm invaded by Ferdinand II of Aragon mainly with Castilian troops (1512), and annexed to Castile with an ambiguous status (1513). War across Navarre continued until 1528 (Treaties of Madrid and Cambrai). Charles V proposed to end hostilities with King Henry II of Navarre—the legitimate monarch of Navarre—by marrying his son Philip to the heiress of Navarre, Jeanne III of Navarre. The marriage would provide a dynastic solution to instability in Navarre, making him king of all Navarre and a prince of independent Béarn, as well as lord of a large part of southern France. However, the French nobility under Francis I opposed the arrangement and successfully ended the prospects of marriage between the heirs of Habsburg and Albret in 1541.
",3
2876,"In his will, Charles stated his doubts over Navarre and recommended that his son give the kingdom back. Both King Charles and his son Philip II failed to abide by the elective (contractual) nature of the Crown of Navarre and took the kingdom for granted. This sparked mounting tension not only with King Henry II and Queen Jeanne III of Navarre but also with the Parliament of the Spanish Navarre (Cortes, The Three States) and the Diputación for breach of the realm specific laws (fueros)—violation of the pactum subjection is as ratified by Ferdinand. Tensions in Navarre came to a head in 1592 after several years of disagreements over the agenda of the intended parliamentary session.
",3
2877,"In November 1592, the Parliament (Cortes) of Aragón revolted against another breach of the realm-specific laws, so the Attorney General (Justicia) of the kingdom, Juan de Lanuza, was executed on Philip II's orders, with his secretary Antonio Perez taking exile in France. In Navarre, the major strongholds of the kingdom were garrisoned by troops alien to the kingdom (Castilians) inconspicuous violation of the laws of Navarre, and the Parliament had long been refusing to pledge loyalty to Philip II's son and heir apparent without a proper ceremony. On 20 November 1592 a ghostly Parliament session was called, pushed by Philip II, who had arrived in Pamplona at the head of an unspecified military force, and with one only point on his agenda—attendance to the session was kept blank on the minutes: unlawful appointments of trusted Castilian officials and imposition of his son as the future king of Navarre at the Santa Maria Cathedral. A ceremony was held before the bishop of Pamplona (22 November), but its customary procedure and terms were altered. Protests erupted in Pamplona, but they were quelled.
",3
2878,"Philip II also grappled with the problem of the large Morisco population in the Spanish kingdoms, who were sometimes forcibly converted to Christianity by his predecessors. In 1569, the Morisco Revolt broke out in the southern province of Granada in defiance of attempts to suppress Moorish customs. Philip ordered the expulsion of the Moriscos from Granada and their dispersal to other provinces.
",3
2879,"Despite its immense dominions, the Spanish kingdoms had a sparse population that yielded a limited income to the crown (in contrast to France, for example, which was much more heavily populated). Philip faced major difficulties in raising taxes, and the collection was largely farmed out to local lords. He was able to finance his military campaigns only by taxing and exploiting the local resources of his empire. The flow of income from the New World proved vital to his militant foreign policy, but his exchequer several times faced bankruptcy.
",3
2880,"Spanish culture flourished during Philip's reign, beginning the ""Spanish Golden Age"", creating a lasting legacy in literature, music, and the visual arts. One of the notable artists from Phillip II's court was Sofonisba Anguissola, who gained fame for her talent and unusual role as a woman artist. She was invited to the court of Madrid in 1559 and was chosen to become an attendant to Isabella Clara Eugenia (1566–1633). Anguissola also became a lady-in-waiting and court painter for the queen, Elizabeth de Valois. During her time as a court painter, Anguissola painted many official portraits of the royal family, a sharp departure from her previous personal portraits.
",3
2881,"Charles V had left his son Philip with a debt of about 36 million ducats and an annual deficit of 1 million ducats. This debt caused Phillip II to default on loans in 1557, 1560, 1575, and 1596 (including debt to Poland, known as Neapolitan sums). Lenders had no power over the King and could not force him to repay his loans. These defaults were just the beginning of Spain's economic troubles as its kings would default six more times in the next 65 years.[11] Aside from reducing state revenues for overseas expeditions, the domestic policies of Philip II further burdened the Spanish kingdoms and would, in the following century, contribute to its decline, as maintained by some historians.[12]
",3
2882,"The Spanish kingdoms were subject to different assemblies: the Cortes in Castile, the assembly in Navarre, and one each for the three regions of Aragon, which preserved traditional rights and laws from the time when they were separate kingdoms. This made the Spanish kingdoms and its possessions difficult to rule, unlike France, which while divided into regional states, had a single Estates-General. The lack of a viable supreme assembly led to power defaulting into Philip II's hands, especially as manager and final arbiter of the constant conflict between different authorities. To deal with the difficulties arising from this situation, authority was administered by local agents appointed by the crown and viceroys carrying out crown instructions. Philip II felt it necessary to be involved in the detail, and he presided over specialised councils for state affairs, finance, war, and the Inquisition.
",3
2883,"Philip II played groups against each other, leading to a system of checks and balances that managed affairs inefficiently, even to the extent of damaging state business, as in the Perez affair. Following a fire in Valladolid in 1561, he resisted calls to move his Court to Lisbon, an act that could have curbed centralisation and bureaucracy domestically as well as relaxed rule in the Empire as a whole. Instead, with the traditional Royal and Primacy seat of Toledo now essentially obsolete, he moved his Court to the Castilian stronghold of Madrid. Except for a brief period under Philip III of Spain, Madrid has remained the capital of Spain. It was around this time that Philip II converted the Royal Alcázar of Madrid into a royal palace; the works, which lasted from 1561 until 1598, were done by tradesmen who came from the Netherlands, Italy, and France.
",3
2884,"King Philip II ruled at a critical turning point in European history toward modernity whereas his father Charles V had been forced to an itinerant rule as a medieval king. He mainly directed state affairs, even when not at Court. Indeed, when his health began failing, he worked from his quarters at the Palace-Monastery-Pantheon of El Escorial that he had built in 1584, a palace built as a monument to Spain's role as a center of the Christian world. But Philip did not enjoy the supremacy that King Louis XIV of France would in the next century, nor was such a rule necessarily possible at his time. The inefficiencies of the Spanish state and the restrictively regulated industry under his rule were common to many contemporary countries. Further, the dispersal of the Moriscos from Granada – motivated by the fear they might support a Muslim invasion – had serious negative effects on the economy,[citation needed] particularly in that region.
",3
2885,"Philip's foreign policies were determined by a combination of Catholic fervour and dynastic objectives. He considered himself the chief defender of Catholic Europe, both against the Ottoman Turks and against the forces of the Protestant Reformation. He never relented from his fight against heresy, defending the Catholic faith and limiting freedom of worship within his territories.[13] These territories included his patrimony in the Netherlands, where Protestantism had taken deep root. Following the Revolt of the Netherlands in 1568, Philip waged a campaign against Dutch heresy and secession. It also dragged in the English and the French at times and expanded into the German Rhineland with the Cologne War. This series of conflicts lasted for the rest of his life. Philip's constant involvement in European wars took a significant toll on the treasury and caused economic difficulties for the Crown and even bankruptcies.
",3
2886,"In 1588, the English defeated Philip's Spanish Armada, thwarting his planned invasion of the country to reinstate Catholicism. But war with England continued for the next sixteen years, in a complex series of struggles that included France, Ireland and the main battle zone, the Low Countries. It would not end until all the leading protagonists, including himself, had died. Earlier, however, after several setbacks in his reign and especially that of his father, Philip did achieve a decisive victory against the Turks at the Lepanto in 1571, with the allied fleet of the Holy League, which he had put under the command of his illegitimate brother, John of Austria. He also successfully secured his succession to the throne of Portugal.
",3
2887,"With regard to Philip's overseas possessions, in response to the reforms imposed by the Ordenanzas, extensive questionnaires were distributed to every major town and region in New Spain called relaciones geográficas. These surveys helped the Spanish monarchy to govern these overseas conquests more effectively.
",3
2888,"Charles V abdicated the throne of Naples to Philip on 25 July 1554, and the young king was invested with the kingdom (officially called ""Naples and Sicily"") on 2 October by Pope Julius III. The date of Charles' abdication of the throne of Sicily is uncertain, but Philip was invested with this kingdom (officially ""Sicily and Jerusalem"") on 18 November 1554 by Julius.[14] In 1556, Philip decided to invade the Papal States and temporarily held territory there, perhaps in response to Pope Paul IV's anti-Spanish outlook. According to Philip II, he was doing it for the benefit of the Church.
",3
2889,"In a letter to the Princess Dowager of Portugal, Regent of the Spanish kingdoms, dated 22 September 1556, Francisco de Vargas wrote:
",3
2890,"I have reported to your Highness what has been happening here, and how far the Pope is going in his fury and vain imaginings. His Majesty could not do otherwise than have a care for his reputation and dominions. I am sure your Highness will have had more recent news from the Duke of Alva, who has taken the field with an excellent army and has penetrated so far into the Pope's territory that his cavalry is raiding up to ten miles from Rome, where there is such panic that the population would have run away had not the gates been closed. The Pope has fallen ill with rage, and was struggling with a fever on the 16th of this month. The two Carafa brothers, the Cardinal and Count Montorio, do not agree, and they and Piero Strozzi are not on as good terms as they were in the past. They would like to discuss peace. The best thing would be for the Pope to die, for he is the poison at the root of all this trouble and more which may occur. His Majesty's intention is only to wrest the knife from this madman's hand and make him return to a sense of his dignity, acting like the protector of the Apostolic See, in whose name, and that of the College of Cardinals, his Majesty has publicly proclaimed that he has seized all he is occupying. The Pope is now sending again to the potentates of Italy for help. I hope he will gain as little thereby as he has done in the past, and that the French will calm down. May God give us peace in the end, as their Majesties desire and deserve![15]",3
2891,"In response to the invasion, Pope Paul IV called for a French military intervention. After minor fights in Lazio and near Rome, Fernando Alvarez de Toledo (Duke of Alba and Viceroy of Naples) met Cardinal Carlo Carafa and signed the Treaty of Cave as a compromise: French and Spanish forces left the Papal states and the Pope declared a neutral position between France and the Spanish kingdoms.[16]
",3
2892,"Philip led the Spanish kingdoms into the final phase of the Italian Wars. A Spanish advance into France from the Low Countries led to their important victory at the Battle of St. Quentin in 1557. The French were defeated again at the Battle of Gravelines in 1558. The resulting Treaty of Cateau-Cambresis in 1559 secured Piedmont to the Duchy of Savoy, and Corsica to the Republic of Genoa. Both Genoa and Savoy were allies of Spain and, although Savoy subsequently declared its neutrality between France and Spain, Genoa remained a crucial financial ally for Philip during his entire reign. The treaty also confirmed Philip's direct control over Milan, Naples, Sicily, and Sardinia. Therefore, all of southern Italy was under direct Spanish rule. Sicily and Naples were viceroyalties of the Crown of Castile, while Sardinia was part of the Crown of Aragon. In the north, Milan was a Duchy of the Holy Roman Empire held by Philip. Attached to the Kingdom of Naples, the State of Presidi in Tuscany gave Philip the possibility to monitor maritime traffic to southern Italy. The Council of Italy was set up by Philip in order to co-ordinate his rule over the states of Milan, Naples and Sicily. Ultimately, the treaty ended the 60-year Franco-Habsburg wars for supremacy in Italy. It marked also the beginning of a period of peace between the Pope and Philip, as their European interests converged, although political differences remained and diplomatic contrasts eventually re-emerged.
",3
2893,"By the end of the wars in 1559, Habsburg Spain had been established as the premier power of Europe, to the detriment of France. In France, Henry II was fatally wounded in a joust held during the celebrations of the peace. His death led to the accession of his 15-year-old son Francis II, who in turn soon died. The French monarchy was thrown into turmoil, which increased further with the outbreak of the French Wars of Religion that would last for several decades. The states of Italy were reduced to second-rate powers, and Milan and Naples were annexed directly to Aragon. Mary Tudor's death in 1558 enabled Philip to seal the treaty by marrying Henry II's daughter, Elisabeth of Valois, later giving him a claim to the throne of France on behalf of his daughter by Elisabeth, Isabel Clara Eugenia.
",3
2894,"The French Wars of Religion (1562–1598) were primarily fought between French Catholics and Protestants (Huguenots). The conflict involved the factional disputes between the aristocratic houses of France, such as the House of Bourbon and House of Guise (Lorraine), and both sides received assistance from foreign sources.
",3
2895,"Philip signed the Treaty of Vaucelles with Henry II of France in 1556. Based on the terms of the treaty, the territory of Franche-Comté in Burgundy was to be relinquished to Philip. However, the treaty was broken shortly afterwards. France and the Spanish kingdoms waged war in northern France and Italy over the following years. Spanish victories at St. Quentin and Gravelines led to the Treaty of Cateau-Cambresis, in which France recognised Spanish sovereignty over Franche-Comté.
",3
2896,"During the War of the Portuguese Succession, the pretender António fled to France following his defeats and, as Philip's armies had not yet occupied the Azores, he sailed there with a large Anglo-French fleet under Filippo Strozzi, a Florentine exile in the service of France. The naval Battle of Terceira took place on 26 July 1582, in the sea near the Azores, off São Miguel Island, as part of the War of the Portuguese Succession and the Anglo-Spanish War (1585–1604). The Spanish navy defeated the combined Anglo-French fleet that had sailed to preserve control of the Azores under António. The French naval contingent was the largest French force sent overseas before the age of Louis XIV.[17]
",3
2897,"The Spanish victory at Terceira was followed by the Battle of the Azores between the Portuguese loyal to the claimant António, supported by French and English troops, and the Spanish-Portuguese forces loyal to Philip commanded by the admiral Don Álvaro de Bazán. Victory in Azores completed the incorporation of Portugal into the Spanish Empire.[18]
",3
2898,"Philip financed the Catholic League during the French Wars of Religion. He directly intervened in the final phases of the wars (1589–1598), ordering the Duke of Parma into France in an effort to unseat Henry IV, and perhaps dreaming of placing his favourite daughter, Isabel Clara Eugenia, on the French throne. Elizabeth of Valois, Philip's third wife and Isabella's mother, had already ceded any claim to the French Crown with her marriage to Philip. However the Parliament of Paris, in power of the Catholic party, gave verdict that Isabella Clara Eugenia was ""the legitimate sovereign"" of France. Philip's interventions in the fighting – sending the Duke of Parma to end Henry IV's siege of Paris in 1590 and the siege of Rouen in 1592 – contributed in saving the French Catholic Leagues's cause against a Protestant monarchy.
",3
2899,"In 1593, Henry agreed to convert to Catholicism; weary of war, most French Catholics switched to his side against the hardline core of the Catholic League, who were portrayed by Henry's propagandists as puppets of a foreign monarch, Philip. By the end of 1594 certain League members were still working against Henry across the country, but all relied on the support of the Spanish Crown. In January 1595, therefore, Henry officially declared war on the Spanish Crown, to show Catholics that Philip was using religion as a cover for an attack on the French state, and Protestants that he had not become a puppet of the Spanish Crown through his conversion, while hoping to reconquer large parts of northern France from the Franco-Spanish Catholic forces.[19]
",3
2900,"French victory at the Battle of Fontaine-Française in Burgundy, 5 June 1595, marked an end to the Catholic League in France. The French also made some progress during an invasion of the Spanish Netherlands. They captured Ham and massacred the small Spanish garrison, provoking anger among the Spanish ranks.[citation needed] The Spanish launched a concerted offensive that year, taking Doullens, Cambrai, and Le Catelet; at Doullens, they massacred 4,000 of its citizens.[20] On 24 April 1596, the Spanish also conquered Calais. Following the Spanish capture of Amiens in March 1597, the French Crown laid siege to it until it managed to reconquer Amiens from the overstretched Spanish forces in September 1597. Henry then negotiated a peace with the Spanish Crown. The war was only drawn to an official close, however, after the Edict of Nantes, with the Peace of Vervins in May 1598.
",3
2901,"The 1598 Treaty of Vervins was largely a restatement of the 1559 Peace of Câteau-Cambrésis and Spanish forces and subsidies were withdrawn; meanwhile, Henry issued the Edict of Nantes, which offered a high degree of religious toleration for French Protestants. The military interventions in France thus failed to oust Henry from the throne or suppress Protestantism in France, and yet they had played a decisive part in helping the French Catholic cause gain the conversion of Henry, ensuring that Catholicism would remain France's official and majority faith – matters of paramount importance for the devoutly Catholic Spanish king.
",3
2902,"In the early part of his reign Philip was concerned with the rising power of the Ottoman Empire under Suleiman the Magnificent. Fear of Islamic domination in the Mediterranean caused him to pursue an aggressive foreign policy.
",3
2903,"In 1558, Turkish admiral Piyale Pasha captured the Balearic Islands, especially inflicting great damage on Menorca and enslaving many, while raiding the coasts of the Spanish mainland. Philip appealed to the Pope and other powers in Europe to bring an end to the rising Ottoman threat. Since his father's losses against the Ottomans and against Hayreddin Barbarossa in 1541, the major European sea powers in the Mediterranean, namely the Spanish Crown and Venice, became hesitant in confronting the Ottomans. The myth of ""Turkish invincibility"" was becoming a popular story, causing fear and panic among the people.
",3
2904,"In 1560, Philip II organised a Holy League between the Spanish kingdoms and the Republic of Venice, the Republic of Genoa, the Papal States, the Duchy of Savoy and the Knights of Malta. The joint fleet was assembled at Messina and consisted of 200 ships (60 galleys and 140 other vessels) carrying a total of 30,000 soldiers under the command of Giovanni Andrea Doria, nephew of the famous Genoese admiral Andrea Doria.
",3
2905,"On 12 March 1560, the Holy League captured the island of Djerba, which had a strategic location and could control the sea routes between Algiers and Tripoli. As a response, Suleiman sent an Ottoman fleet of 120 ships under the command of Piyale Pasha, which arrived at Djerba on 9 May 1560. The battle lasted until 14 May 1560, and the forces of Piyale Pasha and Turgut Reis (who joined Piyale Pasha on the third day of the battle) won an overwhelming victory at the Battle of Djerba. The Holy League lost 60 ships (30 galleys) and 20,000 men, and Giovanni Andrea Doria was barely able to escape with a small vessel. The Ottomans retook the Fortress of Djerba, whose Spanish commander, D. Álvaro de Sande, attempted to escape with a ship but was followed and eventually captured by Turgut Reis. In 1565 the Ottomans sent a large expedition to Malta, which laid siege to several forts on the island, taking some of them. The Spanish sent a relief force, which finally drove the Ottoman army out of the island.
",3
2906,"The grave threat posed by the increasing Ottoman domination of the Mediterranean was reversed in one of history's most decisive battles, with the destruction of nearly the entire Ottoman fleet at the Battle of Lepanto in 1571, by the Holy League under the command of Philip's half brother, Don Juan of Austria. A fleet sent by Philip, again commanded by Don John, reconquered Tunis from the Ottomans in 1573. The Turks soon rebuilt their fleet, and in 1574 Uluç Ali Reis managed to recapture Tunis with a force of 250 galleys and a siege that lasted 40 days. Thousands of Spanish and Italian soldiers became prisoners. Nevertheless, Lepanto marked a permanent reversal in the balance of naval power in the Mediterranean and the end of the threat of Ottoman control. In 1585 a peace treaty was signed with the Ottomans.
",3
2907,"During Philip's reign Spain considered the Pacific Ocean a mare clausum – a sea closed to other naval powers. As the only known entrance from the Atlantic the Strait of Magellan was at times patrolled by fleets sent to prevent entrance of non-Spanish ships.[21] To end navigation by rival powers in the Strait of Magellan Spanish viceroy Francisco de Toledo ordered Pedro Sarmiento de Gamboa to explore the strait and found settlements on its shores.[22]
",3
2908,"In 1584, Pedro Sarmiento de Gamboa founded two colonies in the strait: Nombre de Jesús and Ciudad del Rey Don Felipe. The latter was established north of the strait with 300 settlers.[23][24] That winter, it became known as Puerto del Hambre, or ""Port Famine""—most of the settlers were killed by cold or starvation.[25] When Sir Thomas Cavendish landed at the site of Rey Don Felipe in 1587, he found only ruins of the settlement. He renamed it Port Famine.[citation needed]
",3
2909,"The Spanish failure at colonizing the Strait of Magellan made Chiloé Archipelago assume the role of protecting western Patagonia from foreign intrusions.[26] Valdivia and Chiloé acted as sentries, being hubs where the Spanish collected information and rumors from all over Patagonia.[27]
",3
2910,"Philip's rule in the Seventeen Provinces known collectively as the Netherlands faced many difficulties, leading to open warfare in 1568. He appointed Margaret of Parma as Governor of the Netherlands, when he left the low countries for the Spanish kingdoms in 1559, but forced her to adjust policy to the advice of Cardinal Granvelle, who was greatly disliked in the Netherlands, after he insisted on direct control over events in the Netherlands despite being over two weeks' ride away in Madrid. There was discontent in the Netherlands about Philip's taxation demands and the incessant persecution of Protestants. In 1566, Protestant preachers sparked anti-clerical riots known as the Iconoclast Fury; in response to growing Protestant influence, the army of the Iron Duke (Fernando Álvarez de Toledo, 3rd Duke of Alba) went on the offensive. In 1568, Alba had two Flemish nobles executed in Brussels' central square, further alienating the local aristocracy. There were massacres of civilians in Mechelen,[28] Naarden,[29] Zutphen[28] and Haarlem. In 1571, Alba erected at Antwerp a bronze statue of himself trampling the rebellious Dutch under his horse's hooves, cast from the melted-down cannon looted by the Spanish troops after the Battle of Jemmingen in 1568; it was modelled on medieval images of the Spanish patron Saint James ""the Moorslayer"" riding down Muslims and caused such outrage that Philip had it removed and destroyed.[30]
",3
2911,"In 1572, a prominent exiled member of the Dutch aristocracy, William of Orange (Prince of Orange), invaded the Netherlands with a Protestant army, but he only succeeded in holding two provinces, Holland and Zeeland. Because of the Spanish repulse in the Siege of Alkmaar (1573) led by his equally brutal son Fadrique,[30] Alba resigned his command, replaced by Luis de Requesens. Alba boasted that he had burned or executed 18,600 persons in the Netherlands,[31] in addition to the far greater number he massacred during the war, many of them women and children; 8,000 persons were burned or hanged in one year, and the total number of Alba's Flemish victims can not have fallen short of 50,000.[32] Under Requesens, the Army of Flanders reached a peak strength of 86,000 in 1574 and retained its battlefield superiority, destroying Louis of Nassau's German mercenary army at the Battle of Mookerheyde on 14 April 1574, killing both him and his brother Henry.
",3
2912,"Rampant inflation and the loss of treasure fleets from the New World prevented Philip from paying his soldiers consistently, leading to the so-called Spanish Fury at Antwerp in 1576, where soldiers ran amok through the streets, burning more than 1,000 homes and killing 6,000 citizens.[33] Philip sent in Alexander Farnese, Duke of Parma, as Governor-General of the Spanish Netherlands from 1578 to 1592. Farnese defeated the rebels in 1578 at the Battle of Gembloux,[34] and he captured many rebel towns in the south: Maastricht (1579), Tournai (1581), Oudenaarde (1582), Dunkirk (1583), Bruges (1584), Ghent (1584), and Antwerp (1585).[35]
",3
2913,"The States General of the northern provinces, united in the 1579 Union of Utrecht, passed an Act of Abjuration declaring that they no longer recognised Philip as their king. The southern Netherlands (what is now Belgium and Luxembourg) remained under Spanish rule. In 1584, William the Silent was assassinated by Balthasar Gérard, after Philip had offered a reward of 25,000 crowns to anyone who killed him, calling him a ""pest on the whole of Christianity and the enemy of the human race"". The Dutch forces continued to fight on under Orange's son Maurice of Nassau, who received modest help from the Queen of England in 1585. The Dutch gained an advantage over the Spanish because of their growing economic strength, in contrast to Philip's burgeoning economic troubles. The war came to an end in 1648, when the Dutch Republic was recognised by the Spanish Crown as independent; the eight decades of war came at a massive human cost, with an estimated 600,000 to 700,000 victims, of which 350,000 to 400,000 were civilians killed by disease and what would later be considered war crimes.[36]
",3
2914,"In 1578 young king Sebastian of Portugal died at the Battle of Alcácer Quibir without descendants, triggering a succession crisis. His granduncle, the elderly Cardinal Henry, succeeded him as king, but Henry had no descendants either, having taken holy orders. When Henry died two years after Sebastian's disappearance, three grandchildren of Manuel I claimed the throne: Infanta Catarina, Duchess of Braganza; António, Prior of Crato; and Philip II of Spain. António was acclaimed King of Portugal in many cities and towns throughout the country, but members of the Council of Governors of Portugal who had supported Philip escaped to the Spanish kingdoms and declared him to be the legal successor of Henry.
",3
2915,"Philip II then marched into Portugal and defeated Prior António's troops in the Battle of Alcântara. The Portuguese suffered 4,000 killed, wounded, or captured, while the Spanish sustained only 500 casualties.[37] The troops commanded by Fernando Álvarez de Toledo the 3rd Duke of Alba[38] imposed subjection to Philip before entering Lisbon, where he seized an immense treasure.[39] Philip II of Spain assumed the Portuguese throne in September 1580 and was crowned Philip I of Portugal in 1581 (recognized as king by the Portuguese Cortes of Tomar) and a near sixty-year personal union under the rule of the Philippine Dynasty began. This gave Philip control of the extensive Portuguese empire. When Philip left for Madrid in 1583, he made his nephew Albert of Austria his viceroy in Lisbon. In Madrid he established a Council of Portugal to advise him on Portuguese affairs, giving prominent positions to Portuguese nobles in the Spanish courts, and allowing Portugal to maintain autonomous law, currency, and government. This is on the well-established pattern of rule by councils.
",3
2916,"Philip's father arranged his marriage to 37-year-old Queen Mary I of England, Charles' maternal first cousin. His father ceded the crown of Naples, as well as his claim to the Kingdom of Jerusalem, to him. Their marriage at Winchester Cathedral on 25 July 1554 took place just two days after their first meeting. Philip's view of the affair was entirely political. Lord Chancellor Gardiner and the House of Commons petitioned Mary to consider marrying an Englishman, preferring Edward Courtenay.
",3
2917,"Under the terms of the Act for the Marriage of Queen Mary to Philip of Spain, Philip was to enjoy Mary I's titles and honours for as long as their marriage should last. All official documents, including Acts of Parliament, were to be dated with both their names, and Parliament was to be called under the joint authority of the couple. Coins were also to show the heads of both Mary and Philip. The marriage treaty also provided that England would not be obliged to provide military support to Philip's father in any war. The Privy Council instructed that Philip and Mary should be joint signatories of royal documents, and this was enacted by an Act of Parliament, which gave him the title of king and stated that he ""shall aid her Highness ... in the happy administration of her Grace's realms and dominions"".[40] In other words, Philip was to co-reign with his wife.[41] As the new King of England could not read English, it was ordered that a note of all matters of state should be made in Latin or Spanish.[41][42][43]
",3
2918,"Acts making it high treason to deny Philip's royal authority were passed in Ireland[44] and England.[45] Philip and Mary appeared on coins together, with a single crown suspended between them as a symbol of joint reign. The Great Seal shows Philip and Mary seated on thrones, holding the crown together.[41] The coat of arms of England was impaled with Philip's to denote their joint reign.[46][47] During their joint reign, they waged war against France, which resulted in the loss of Calais, England's last remaining possession in France.
",3
2919,"Philip's wife had succeeded to the Kingdom of Ireland, but the title of King of Ireland had been created in 1542 by Henry VIII after he was excommunicated, and so it was not recognised by Catholic monarchs. In 1555, Pope Paul IV rectified this by issuing a papal bull recognising Philip and Mary as rightful King and Queen of Ireland.[48] King's County and Philipstown in Ireland were named after Philip as King of Ireland in 1556. The couple's joint royal style after Philip ascended the Spanish throne in 1556 was: Philip and Mary, by the Grace of God King and Queen of England, Spain, France, Jerusalem, both the Sicilies and Ireland, Defenders of the Faith, Archdukes of Austria, Dukes of Burgundy, Milan and Brabant, Counts of Habsburg, Flanders and Tirol.
",3
2920,"However, the couple had no children. Mary died in 1558 before the union could revitalise the Roman Catholic Church in England. With her death, Philip lost his rights to the English throne (including the ancient English claims to the French throne) and ceased to be King of England, Ireland and (as claimed by them) France.
",3
2921,"Philip's distaff great-grandson, Philippe I, Duke of Orléans, married Princess Henrietta of England in 1661; in 1807, the Jacobite claim to the British throne passed to the descendants of their child Anne Marie d'Orléans.
",3
2922,"Upon Mary's death, the throne went to Elizabeth I. Philip had no wish to sever his tie with England, and had sent a proposal of marriage to Elizabeth. However, she delayed in answering, and in that time learned Philip was also considering a Valois alliance. Elizabeth I was the Protestant daughter of Henry VIII and Anne Boleyn. This union was deemed illegitimate by English Catholics, who disputed the validity of both the annulment of Henry's marriage to Catherine of Aragon and of his subsequent marriage to Boleyn, and hence claimed that Mary, Queen of Scots, the Catholic great-granddaughter of Henry VII, was the rightful monarch.
",3
2923,"For many years Philip maintained peace with England, and even defended Elizabeth from the Pope's threat of excommunication. This was a measure taken to preserve a European balance of power. Ultimately, Elizabeth allied England with the Protestant rebels in the Netherlands. Further, English ships began a policy of piracy against Spanish trade and threatened to plunder the great Spanish treasure ships coming from the New World. English ships went so far as to attack a Spanish port. The last straw for Philip was the Treaty of Nonsuch signed by Elizabeth in 1585 – promising troops and supplies to the rebels. Although it can be argued this English action was the result of Philip's Treaty of Joinville with the Catholic League of France, Philip considered it an act of war by England.
",3
2924,"The execution of Mary, Queen of Scots, in 1587 ended Philip's hopes of placing a Catholic on the English throne. He turned instead to more direct plans to invade England and return the country to Catholicism. In 1588, he sent a fleet, the Spanish Armada, to rendezvous with the Duke of Parma's army and convey it across the English Channel. However, the operation had little chance of success from the beginning, because of lengthy delays, lack of communication between Philip II and his two commanders and the lack of a deep bay for the fleet. At the point of attack, a storm struck the English Channel, already known for its harsh currents and choppy waters, which devastated large numbers of the Spanish fleet. There was a tightly fought battle against the English Royal Navy; it was by no means a slaughter (only one Spanish ship was sunk),[49] but the Spanish were forced into a retreat, and the overwhelming majority of the Armada was destroyed by the harsh weather. Whilst the English Royal Navy may not have destroyed the Armada at the Battle of Gravelines, they had prevented it from linking up with the army it was supposed to convey across the channel. Thus whilst the English Royal Navy may have only won a slight tactical victory over the Spanish, it had delivered a major strategic one—preventing the invasion of England. Through a week of fighting the Spanish had expended 100,000 cannonballs, but no English ship was seriously damaged.[50] However, over 7,000 English sailors died from disease during the time the Armada was in English waters.
",3
2925,"The defeat of the Spanish Armada gave great heart to the Protestant cause across Europe. The storm that smashed the Armada was seen by many of Philip's enemies as a sign of the will of God. Many Spaniards blamed the admiral of the Armada for its failure, but Philip, despite his complaint that he had sent his ships to fight the English, not the elements, was not among them. A year later, Philip remarked:
",3
2926,"It is impiety, and almost blasphemy to presume to know the will of God. It comes from the sin of pride. Even kings, Brother Nicholas, must submit to being used by God's will without knowing what it is. They must never seek to use it.",3
2927,"A measure of the character of Philip can be gathered by the fact that he personally saw to it that the wounded men of the Armada were treated and received pensions, and that the families of those who died were compensated for their loss, which was highly unusual for the time.
",3
2928,"While the invasion had been averted, England was unable to take advantage of this success. An attempt to use her newfound advantage at sea with a counter-armada the following year failed disastrously with 40 ships sunk and 15,000 men lost.[51] Likewise, English buccaneering and attempts to seize territories in the Caribbean were defeated by Spain's rebuilt navy and their improved intelligence networks (although Cádiz was destroyed by an Anglo-Dutch force after a failed attempt to seize the treasure fleet). The Habsburgs also struck back with the Dunkirkers, who took an increasing toll of Dutch and English shipping.
",3
2929,"Eventually, the Spanish attempted two further Armadas, in October 1596 and October 1597. The 1596 Armada was destroyed in a storm off northern Spain; it had lost as many as 72 of its 126 ships and suffered 3,000 deaths. The 1597 Armada was frustrated by adverse weather as it approached the English coast undetected. This Anglo-Spanish War (1585–1604) would be fought to a grinding end, but not until both Philip II (d. 1598) and Elizabeth I (d. 1603) were dead. Some of the fighting was done on land in Ireland, France, and the Netherlands, with the English sending expeditionary forces to France and the Netherlands to fight Spain, and Spain attempting to assist Irish rebellions in Ireland.
",3
2930,"Philip II died in El Escorial, near Madrid, on 13 September 1598, of cancer.[52] He was succeeded by his 20-year-old son, Philip III.
",3
